id,title,birth_date,death_date,bio
108427,Vincent Fecteau,1969,,
33772,F. Gregory Brown,1887,1948,
46672,Circle of Francesco Salviati,1510,1563,
22499,Eileen Rubinstein,1946,,
104054,Paul Preissner,,,
42631,Koyo Ishizaki,,,
36823,W. Stubbs,1853,1897,
61151,Marguerite Zorach,1887,1968,
112180,Hsu Kuo-huang,1950,,
61501,Jean Baptiste Mallet,1759,1835,
37361,Jean Philippe Worth,1856,1936,
36989,Mark Tobey,1890,1976,
115215,Perugia Painter,,,
47063,Style of Carlo Dolci,1616,1686,
19726,Boris Orlov,1941,,
18834,Ayako Murao,1915,1999,
16129,Giacomo Manzù,1908,1991,
43866,r clarke-davis,,,
36966,Anna Ticho,1894,1980,
56367,Guo Xi,1015,1100,
106086,Joan Flasch,,,
12869,Jess,1923,2004,
24408,Jim Snitzer,1951,,
118098,Samuel Levi Jones,1978,,
16579,Gherardo Starnina,1355,1413,
109689,Zizwezenyanga Qwabe,,,
37224,Anthonie Waterloo,1609,1690,"Dutch painter and printmaker. Little is known of his early life and, as no records of any formal training as an artist have been discovered, he may well have been self-taught. Although registered as a painter, he had little success in selling his own canvases and, apparently, supported himself through his activities as an art dealer in addition to sales of his drawings and prints. In 1640 he married in Amsterdam, and in 1653 he moved to Leeuwarden, but in 1654 he buried a daughter in Amsterdam before moving to Maarssen in 1655 where he lived until 1676. He was good friends with Jan Weenix who often visited him in his house to decorate his landscape paintings with animals and other objects. Waterloo was among the first artists to have established a reputation almost entirely based upon his work as a draftsman. Oil paintings by Waterloo are relatively scarce, but his many drawings of forest scenes and other topographical views are found in collections in Berlin, Munich, Hamburg, Vienna, Amsterdam, and London. A landscape artist, Waterloo also produced many etchings which increased his popularity and extended his influence into the next century and beyond to the French Barbizon painters of the mid-19th century. While many of Waterloo's larger etchings and drawings (some almost the size of his paintings) are careful in their depiction of the smallest, individual detail, his smaller drawings of mountain valley views often feature an impressionistic group of forms as atmospheric perspective leads the eye into the hilly distance along a characteristically Baroque zig-zag course. Such drawings may have been known to the English landscape etcher John Robert Cozens and, in turn, may have had a stylistic impact upon the young Turner. His art dealership exposed him to the work of a number of respected contemporary landscape artists such as Jacob van Ruisdael, Simon de Vlieger, Roelandt Roghman, and Caesar van Everdingen, from whom he absorbed a variety of influences. Judging from the locales depicted in his drawings, he traveled widely and his trips to Germany, Switzerland, France, Poland. and even Italy have since been theorized. In Germany, he made a trip along the Rhine river, and visited various towns such as Kleef, Bentheim, Hamburg, Altona, Hamburg, Blankenese, Holstein, Bergedorf, Lüneburg en Gdañsk. Waterloo was active in Amsterdam, Leeuwarden, and Utrecht, where he died in 1690. "
46367,School of Anthonie van Dyck,1599,1641,
68235,Karl Hubbuch,1891,1979,
22476,Richards Ruben,1924,,
36065,Pablo O'Higgins,1904,1983,
34058,E. Albert Cox,1876,1955,
5216,Kathleen McKeith Cooke,1908,,
30918,Frederick Philip Dinkelberg,1859,1935,
52324,William Elmes,,,
114541,Zdenek Rossman,1905,1984,
7381,Anton Eberhardt,,,
33637,Albert Bierstadt,1830,1902,"German-born American painter of the Hudson River school. His parents immigrated to the U.S. when he was an infant. As a young man he traveled and sketched throughout Europe before returning to the U.S. to join a westward-bound expedition in 1859. In a career spanning the entire second half of the 19th century, he emerged as the first technically sophisticated artist to travel to the Far West of America, adapt European and Hudson River School prototypes to a new landscape and produce paintings powerful in their nationalistic and religious symbolism. Specializing in grandiose pictures of vast mountain scenery, he achieved great popularity in his lifetime with panoramic and often fanciful scenes of the American West, including The Rocky Mountains (1863) and Mount Corcoran (c. 1875-77). His huge paintings were actually executed in his New York City studio. "
46737,Style of Abraham Jansz. van Diepenbeeck,1596,1675,
77969,Wang Dongling,1945,,
34408,Enoch Wood and Sons,,,
116086,Sharon Ya'ari,1966,,
14397,Paul Krot,1939,,
24721,Theodore Stamos,1922,1997,
54423,Gaylen Gerber,1955,,
16650,Matsui Toka,1793,1863,
30762,Rose Clark,1852,1942,
29543,Johann Zoffany,1733,1810,"German-born portrait painter (original name probably Johann Joseph Zauffely) who in late 18th-century England made his reputation with paintings depicting episodes from contemporary theatre and with portraits and conversation pieces (i.e., paintings of groups of people in their customary surroundings). Zoffany, after studying in Germany and Italy, went to England about 1758. Following the lead of William Hogarth, he painted scenes from London's theatrical productions. Notable in this genre are his paintings of the famed actor David Garrick in his many West End successes - e.g., The Farmer's Return (1762). His portraits were popular with George III, who became his patron and for whom he produced Queen Charlotte with Her Sons, the Prince of Wales and the Duke of York. In 1772 Zoffany went to Italy with the king's financial help and there, during a seven-year stay, executed The Tribuna of the Uffizi (1780) for the royal family. This celebrated work shows a group of connoisseurs admiring paintings and sculptures in the Uffizi Gallery in Florence. He worked as a portraitist in India from 1783 to 1789, and when he returned to England he painted such notable portraits as Charles Towneley Among His Marbles (1790). Zoffany was a founder-member of the Royal Academy (1768). He possessed brilliant technical skills and introduced greater liveliness and personal anecdote into English conversation pieces. "
85983,William Muir,1818,1888,
113904,Raphael de Mey,,,
35560,Nicolaes Maes,1632,1693,"Dutch painter. In about 1648 he became a pupil of Rembrandt in Amsterdam, staying there until 1654 when he returned to his native town Dordrecht. In his early years he concentrated on genre pictures, rather sentimental in approach, but distinguished by deep glowing colours he had learnt from his master. Old women sleeping, praying, or reading the Bible were subjects he particularly favoured. In the 1660s, however, Maes began to turn more to portraiture, and after a visit to Antwerp around the middle of the decade his style changed dramatically. He abandoned the reddish tone of his earlier manner for a wider, lighter and cooler range (greys and blacks in the shadows instead of brownish tones), and the fashionable portraits he now specialized in were closer to van Dyck than to Rembrandt. In 1673 he moved permanently to Amsterdam and had great success with this kind of picture. Maes was a fairly prolific painter and is well represented in, for example, the National Gallery, London, and the museum at Dordrecht."
81169,baron François Joseph Bosio,1768,1845,
25999,Wayne Thiebaud,1920,2021,
40460,Sir Edward Burne-Jones,1833,1898,
105583,Thomas Bayrle,1937,,
44423,Elizabeth Olds,1896,1991,
102246,Al Kaufman,1917,,
25130,Marie Electrine Stuntz,1797,1847,
116655,Taga Shin,,,
109959,Sakai Hoitsu,1761,1828,
3842,Jean Caldain,1801,1900,
5095,Kathleen Collins,1945,,
35833,Jean Morin,1600,1650,"French engraver. Very little is known of his life beyond what may be learnt from his prints. His work consists mainly of reproductive portraits after Philippe de Champaigne and van Dyck, and landscapes after Jacques Fouquier. He is said to have started his career as a painter, but no painting by him is known. Six of his landscape prints are his own compositions. He is chiefly remarkable for his technique, which, although it was developed out of that of the school of van Dyck, was largely his own invention. His plates were first etched and then finished in a mixture of line and stipple, with the latter dominating. This strikingly personal system produced very effective portraits in which the character of the sitter is well expressed. His best work was after Philippe de Champaigne, notably portraits of François Potier, Marquis de Gèvres, Arnaud d'Andilly, René de Longueil, Marquis de Maisons, Henri de Lorraine, Comte d'Harcourt and Antoine Vitré. His particular skill lay in producing contrasts of tone between the different parts of his plates, although this sometimes led to inharmonious juxtapositions. He employed an unusual printing procedure, each tirage being on a separate quire of paper and the quires being used in the same sequence for each of his portraits. "
20332,E. G. Perman,,,
40933,John Brown,1741,1801,
71297,Albert Krehbiel,1873,1945,
20298,Beverly Pepper,1924,2020,
101939,Zhao Zongzao,1931,,
40899,Federico Zuccaro,1540,1609,"Italian Mannerist painter, brother of Taddeo Zuccaro (1529-66). He took over his brother's fluorishing studio, continuing the work at Caprarola in the palace of the Farnese family, and also the decoration of the Sala Regia in the Vatican (begun by Taddeo in 1561). His talent was no more exceptional than Taddeo's, but he became even more successful and won himself a European reputation - indeed for a time he was probably the most famous living painter. In 1573-74 he travelled via Lorraine and the Netherlands to England, where he is said to have painted portraits of the Queen and many courtiers, although only two drawings in the British Museum can safely be attributed to him. (Many anonymous portraits of the period are improbably attributed to him.) After working in Florence, Rome, and Venice, he was invited to the Escorial by Philip II of Spain, where he painted a number of altarpieces (1585-88). Back in Rome he was elected the first President of the new Accademia di San Luca, founded in 1593, to which he later gave his house as headquarters. Like many of his contemporaries he believed that correct theory would produce good works of art and himself wrote L'Idea de' Pittori, Scultori, et Architetti (1607). Zuccaro also worked as an architect, designing a doorway in the form of a grotesque face (one enters through the open mouth) for his own house (the Palazzo Zuccaro, now the Biblioteca Hertziana). The two flanking windows are treated in similar bizarre fashion. "
44073,Arapaho,,,
2300,Nicolas Bertin,1668,1736,"French painter and draughtsman. In 1678 he was apprenticed to Guy-Louis Vernansal; he later became a pupil of Jean Jouvenet and in 1684-85 of Bon Boullogne. By 1684 he was enrolled at the Académie Royale, Paris, and a year later won the Prix de Rome with his Construction of Noah's Ark (untraced). He probably arrived in Rome towards the end of 1685, and he stayed until the winter of 1688-89. While in Italy he studied the work of Raphael and the Carracci family, as well as showing an interest in Correggio. He also led a student protest against the teaching régime of the Académie de France in Rome. After some months in Lyon he returned to Paris in 1689 and began to work on minor commissions, including drawings of the statues in the park at Versailles (Paris, Bibliothèque Nationale). The influence of the Boullogne brothers is evident in his small-scale paintings of this time, such as Mercury Killing Argus (c. 1690-95; destroyed), with its graceful but stylized figures and clear, Flemish-derived colours. Two works of the turn of the century, Joseph and Potiphar's Wife and Susanna and the Elders (both 1699; Amsterdam, Rijksmuseum), indicate that he was in the forefront of the contemporary movement in religious art towards small-scale works destined for private collectors. Although sacred, the subjects were capable of a secular interpretation, and Bertin exploited this ambiguity to the full. "
31173,William A. Fraser,,,
35999,Frank Newbould,1887,1951,
44589,Derby Porcelain Manufactory,,,
34664,Luca Giordano,1634,1705,"Neapolitan painter, the most important Italian decorative artist of the second half of the 17th century. He was nicknamed `Luca Fa Presto' (Luke work quickly) because of his prodigious speed of execution and huge output. He began in the circle of Ribera, but his style became much more colorful under the influence of such great decorative painters as Veronese, whose works he saw on his extensive travels. Indeed, he absorbed a host of influences and was said to be able to imitate other artists' styles with ease. His work was varied also in subject-matter, although he was primarily a religious and mythological painter. He worked mainly in Naples, but also extensively in Florence and Venice, and his work had great influence in Italy. After five years back in Naples, Giordano went to Florence again where he produced one of his most important works, the gallery frescoes in the Palazzo Medici-Riccardi (1682). These airy, luminous frescos provide a foretaste of eighteenth century art. In 1692 he was called to Spain by Charles II and stayed there for 10 years, painting in Madrid, Toledo, and the Escorial. His last work when he returned to Naples was the ceiling of the Treasury Chapel of San Martino. In his personal self-confidence and courtliness, and in the open, airy compositions and light luminous colors of his work, Giordano presages such great 18th-century painters as Tiepolo. "
85595,J. Young,,,
36659,Stephen Shore,1947,,
113512,Sandra Vásquez de la Horra,1967,,
40876,Carle van Loo,1705,1765,"French painter, member of a family of painters of Dutch descent working in France. The most important members of the family were Jean-Baptiste, Carle (1705-1765), the brother of Jean-Baptiste, and Louis-Michel (1707-1771), the son of Jean-Baptist. Carle went with his brother to Rome in 1714, and back to Paris in 1720. After study in Paris he returned to Rome in 1727, the year Boucher arrived there. Rivalry between them continued in Paris, and Boucher did not became Principal Painter to the King and Director of the Academy until 1765, after van Loo's death. Carle van Loo worked in Turin for two years before returning to Paris in 1734. He was elected to the Academy in 1735, and became the most famous member of the family in France, being appointed Principal Painter to the King in 1762, and Director of the Academy in 1763. There are works by him, principally decorations, in many French museums and elsewhere. "
17104,Wendy Meng,1944,,
41764,Francesco Podesti,1800,1895,
73615,L. Thompson,,,
116710,Carlo Zauli,,,
80797,Ludwigsburg Porcelain Factory,,,
49704,William James Bennett,1787,1844,
115995,Valentin Siebenbüger,1510,1564,
36209,Melissa Ann Pinney,1953,,
25425,Katsushika Taito II,,,
15093,Henry LeJeune,1819,1904,
116340,Tschabalala  Self,,,
37048,John Henry Twachtman,1853,1902,"American painter and printmaker. He began as a painter of window-shades but developed one of the most personal and poetic visions in American landscape painting, portraying nature on canvases. His first artistic training was under Frank Duveneck (1848-1919), with whom he studied first in Cincinnati. Most leading American artists of the late nineteenth century journeyed to Europe to study, usually to France. Twachtman went first to Germany where he worked at the Munich Royal Academy and adopted the forceful brushstrokes, heavy application of paint, and limited, low-key palette that were associated with the circle of Wilhelm Leibl. His absorption of the Munich style, characterized by bravura brushwork and dexterous manipulation of pigment, with the lights painted as directly as possible into warm, dark grounds derived from Frans Hals and Courbet, is reflected in such paintings as Venice Landscape (1878; Museum of Fine Arts, Boston) and Landscape (c. 1882; Munson-Williams-Proctor Institute, Utica). Later, however, after spending a few years back in America, he went to Paris, where he studied from 1883 to 1885 at the Académie Julian in Paris, and his paintings dramatically shifted towards a soft, gray and green tonalist style. In 1886 he returned to America and settled in Connecticut. Many of his exquisite and atmospheric landscapes in oil and pastel were inspired by the countryside near his home in Greenwich, Conn. He also painted a series of landscapes at Yellowstone Park and at Niagara Falls. He did not live to enjoy the high reputation his work now holds. Twachtman is represented in many American galleries. Characteristic works are Waterfall (Metropolitan Museum, New York), The Hemlock Pool (Addison Gallery of American Art, Andover, Mass.), and Summer (Phillips Memorial Gallery, Washington). "
61628,Filippo Tommaso Marinetti,1876,1944,
48545,Paula Gillen,,,
17807,Gordon Louis Mortensen,1938,,
42148,Walter Stanley Paget,1863,1935,
9409,Gego (Gertrud Goldschmidt),1912,1994,
117101,Lee Balterman,,,
3004,"Louis de Boullogne, the elder",1609,1674,
30277,Mbole,,,
6656,Giovanni di Paolo,,,"Giovanni di Paolo di Grazia, one of the most important Italian painters of the 15th-century Sienese school. He is chiefly notable for carrying the brilliantly colourful vision of Sienese 14th-century paintings on into the Renaissance. His early works show the influence of previous Sienese masters, his landscapes and his figures still reverberate with echoes of Duccio's work, but his later style grew steadily more individualized, characterized by vigorous, harsh colors and elongated forms. His art most beautifully reflects the 15th-century artistic conservatism of a commercially declining city. Many of his works have an unusual dreamlike atmosphere, such as the surrealistic Saint Nicholas of Tolentino Saving a Ship (1455?, Philadelphia Museum of Art), while his last works - particularly Last Judgment, Heaven, and Hell (1465?) and  Assumption of the Virgin (1475), both at Pinacoteca, Siena - are grotesque treatments of their lofty subjects. Giovanni's reputation declined after his death but was revived in the 20th century.  "
35425,Charles Le Brun,1619,1690,"French painter and art theorist, the dominant artist of Louis XIV's reign. His father, the sculptor Nicolas Le Brun the Elder, sent him at a very young age to study under François Perrier, and later under Simon Vouet. Le Brun copied various paintings at Fontainebleau and from the age of 15, painted several compositions for Cardinal Richelieu; Poussin, who was then in Paris, found them interesting.

Le Brun's output was prolific. When he was not painting, he produced etchings, drawings based on doctrines, and wax models. Chancellor Séguier, who was his faithful protector, paid him a salary so that in 1642 he could go to Italy, and entrusted him to Poussin, who was returning to Rome. Le Brun worked under Poussin, becoming a convert to the latter's theories of art. In 1646, Le Brun went back to France, settled in Lyons where he produced a number of works and returned to Paris with the reputation of an accomplished artist. From then on he was overwhelmed with commissions. In 1647, he painted Martyrdom of St Andrew for the goldsmiths, which was designed for Notre-Dame. In 1648, he took an active part in the establishment of the academy, where he was a dominant force until the end of his career. In 1649, he collaborated with Le Sueur on the decoration of l'Hôtel Lambert. Minister of Finance Nicolas Fouquet paid him a salary of 12,000 livres and put him in charge of the decoration of his château at Vaux (Vaux-le-Vicomte). Le Brun met Cardinal Mazarin at Fouquet's château, who presented him to Louis XIV and the queen mother. She commissioned a painting of Christ with Angels for his chapel, which enjoyed considerable success. Le Brun was commissioned to decorate Place Dauphine after the king's marriage to the Infanta Maria Teresa (daughter of the King of Spain, Philip IV). In 1660, the king who was at Fontainebleau, commissioned him to paint several subjects on the history of Alexander. In the presence of Louis XIV, Le Brun painted The Family of Darius; the sovereign was so satisfied with it that he offered the painter his portrait enriched with diamonds and appointed him as premier peintre ('First Painter to the King') in July 1662 with a salary of 12,000 livres. In 1662 he was raised to nobility. The king put him in charge of his pictures and drawings, with the task of buying painting and sculpture that he deemed worthy of enriching the royal collection. The fire in the painting gallery at the Louvre, on 6 February 1661, provided Le Brun with the opportunity to express his talent as a great decorator. He designed the general plan for the Galerie d'Apollon, producing all the designs for paintings, sculptures, and ornaments, but he only painted four pieces. As the creation of Versailles absorbed the attention of the sovereign, the works to be carried out at the Louvre were postponed. In 1663 he was made director of the reorganized Gobelins factory, where there was a network of workshops supplying tapestries, furniture, gold work and silverware, locksmiths, mosaics, and the Crown's marquetry. Le Brun's influence here was considerable. He designed everything and supervised production. Also in 1663 he was made director of the reorganized Académie, which he turned into a channel for imposing a codified system of orthodoxy in matters of art. His lectures came to be accepted as providing the official standards of artistic correctness and, formulated on the basis of the classicism of Poussin, gave authority to the view that every aspect of artistic creation can be reduced to teachable rule and precept. In 1666, Le Brun used his influence to establish a French School in Rome. In 1677, we find him accompanying the king during the Flanders campaign and on his return producing paintings at the Château de St-Germain. The previous year, the Accademia de San Luca, in Rome, had elected him principal and director. In spite of the pictures painted for Louis XIV and the many designs for statues in the park at Versailles, Le Brun still found the time to decorate a château for Colbert and the Pavillons de Sceaux. The indefatigable artist also painted the façades for the Pavillons de Marly and the Great Staircase at Versailles. In 1679, he undertook the painting and decoration of the Galerie des Glaces ('Hall of Mirrors') at Versailles, a colossal room exceeding 80 metres x 12 metres. Le Brun devoted four years to it, painting Louis XIV in various guises in 21 pictures and 6 low reliefs. He also decorated the Salon de la Paix ('Salon of Peace') at one end and the Salon de la Guerre ('Salon of War') at the other end of the gallery. Colbert's death was a terrible blow to Le Brun's career. Louvois hated everything his predecessor had nurtured. In his official capacity as Superintendent of Buildings, Louvois could create a multitude of impediments and many obstacles for Le Brun. Until then, the painter, who reigned supreme, had dictated all artistic matters; which, although he bestowed a majestic unity on the formal beauty of Louis XIV's reign and had banned any originality diverging from the orthodoxy defined by the academy, he had compromised the artistic evolution of the period. Silent opposition and Louvois's criticism affected Le Brun's health, probably already exhausted by the relentless efforts that these works demanded. He stopped going to the Court, in spite of the favour the king had always shown him, and a decline ended his life. Despite the classicism of his theories, Le Brun's own talents lay rather in the direction of flamboyant and grandiose decorative effects. Among the most outstanding of his works for the king were the Galerie d'Apollon at the Louvre (1663), and the famous Galerie des Glaces (1679-84) and the Great Staircase (1671-78, destroyed in 1752) at Versailles. His importance in the history of French art is twofold: his contributions to the magnificence of the Grand Manner of Louis XIV and his influence in laying the basis of academicism. Many of the leading French artists of the next generation trained in his studio. Le Brun was a fine portraitist and an extremely prolific draughtsman."
48115,Jean Hoüel,1735,1813,
16345,Joanne Marten,,,
40525,G. Saetta,1800,1899,
42518,Will Hicock Low,1853,1932,
46808,Style of Ercole Bazicaluva,1590,1671,
1347,Ludolph Büsinck,1585,1648,
47034,Follower of Parmigianino,1503,1540,
22837,Johannes Sambucus,1531,1584,
57937,Shunsô,1750,1835,
37336,Emerson Woelffer,1914,2003,
2992,Angelo Boucheron,1779,1835,
29328,Ray Yoshida,1930,2009,
110040,"C. Seaver, Jr.",,,
98173,Rebexy Gray Hamilton,,,
90543,Warren McArthur,1885,1961,
70717,Gertrude Eisendrath Deimel Kuh,1893,1977,
722,Zoan Andrea,,,
41949,Christina Chalon,1748,1808,
36874,Shinagawa Takumi,1908,2009,
98489,Boris Nikolaevich Shirokorad,1907,1988,
34849,James McDougal Hart,1828,1901,
56275,George Sand,1804,1876,
6528,Antoine Francois Dennel,1741,1806,
62680,William Moorcroft,1872,1945,
44618,Rudolph von Normann,1806,1882,
107785,Hermione Rosales,,,
47937,Foto Ars/Flirt,,,
15247,Harvey Lewis,,,
57034,Louis François Roubillac,1702,1762,
108020,Oliver Boberg,1965,,
44248,Morris Gurrie,,,
12428,Rudolph F. Ingerle,1879,1950,
46275,School of Andrea del Verrocchio,1435,1488,
68327,Hans Paumgartner,,,
43077,Andi Pihl,,,
104900,Ralph Levinson,,,
55459,"Lorenzo Quaglio, II",1793,1869,
36177,Perugino,1445,1523,
5611,Gwendolyn Cross,1900,1966,
110806,Tekna,,,
57171,Eliel Saarinen,1873,1950,"Finnish architect, urban planner and designer. From 1893 to 1897, Saarinen studied painting at Helsinki University and architecture at Helsinki Polytechnic. He later painted only as a hobby. In 1896, while still a student, he founded the architectural firm of Gesellius, Lindgren & Saarinen, known as GLS, together with Herman Geselius (1874-1916) and Armas Eliel Lindgren (1874-1929). Alongside public buildings, they also designed private villas, in which they realized the principle of total work of art (e.g. Suur-Merijoki manor house in Viipuri, 1903). For this reason, from the 1890s onwards, Saarinen also designed furniture, like his buildings drew upon Finnish tradition. Saarinen's first buildings were strongly influenced by the Finnish Gothic Revival and the English Arts and Crafts Movement. Their interiors, which frequently originated from the workshop of Gallen-Kallela, revealed predominantly Art Nouveau elements. In his later buildings, forms became more abstract. His most important work was Helsinki Central Station (designed 1904, built 1910-14). Despite individual projects, however, the dominant theme of Saarinen's work in the decade from 1910 was urban planning. He attempted to solve the traffic and commercial space problems of the growing Helsinki by proposing two new roads for the city centre. Saarinen's 'total' approach to design is seen in these new city streets, for which he also designed buildings, including their interiors. The most comprehensive of Saarinen's urban visions was his plan for Munkkiniemi-Haaga (1910-15), a new suburb of Helsinki for 170,000 inhabitants, to be built with private funds. In 1922, Saarinen took part in the American Chicago Tribune Competition and won second prize. His proposal, with a stepped-in profile and avoiding overt historical references, proved very popular, differing clearly from other entries representing the European avant-garde. Many American buildings of the 1920s reflected Saarinen's vision. In 1923, he emigrated to the United States, where he opened an office in Evanston, Illinois, transferring it to Ann Arbor, Michigan, in 1924. The architecture of Saarinen's late period was marked by the arrival of his son Eero Saarinen (1910-1961) in the office in the late 1930s. "
86881,Geronima Cagnaccia Parasole,1564,1622,
32972,Thomas Underhill,1787,1800,
99277,Denise Bellon,1902,1999,
36198,Pablo Picasso,1881,1973,
33660,Louis-Désiré Blanquart-Evrard,1802,1872,
43098,Karen Fischer,,,
71413,Kukryniksy,,,
106878,Hispano-Islamic,,,
111344,Hayakawa Shōkosai III,1864,1922,
113379,Sumatra,,,
116481,Jeremiah D. Wells,,,
57521,Jan Schoonhoven,1914,1994,
5241,Matthew Cooper,,,
36032,Nob and Non,,,
113683,Sigrid Briirgitta Synnergren,1894,1986,
38186,Johnston Marklee,,,
32071,Keith Morrison,1942,,
42689,Torii Kiyomasu,,,
13686,Jacob Keller,,,
42723,Paul A. Mulready,1827,1855,
23230,Martin Schneider,1926,,
116878,Toneyama Kojin,,,
47521,Bernard Rudofsky,1905,1988,
11341,Henmi Takashi,1895,1944,
34326,Karel Dujardin,1617,1678,"Dutch Romanist painter and etcher, best known for his spirited representations of Italian peasants and shepherds with their animals. Karel Dujardin was baptised in the Lutheran Church in Amsterdam on 27 September 1626. He was the son of the candlemaker ('smeersmelter') Charel Dujardin and Cathalyne Borckhout. Houbraken reported that he was a pupil of Nicolaes Berchem. On 29 August 1650, Dujardin signed a deed in which he is described as a 'merchant about to leave for Paris'. According to Houbraken, he was married in Lyon, which was a port of call for many Dutch painters on their way to or from Italy. Dujardin may have continued his journey from Paris to Lyon and perhaps proceeded from there to Italy: a fair number of his paintings are of Italian figures or landscapes. He must have returned from his travels and got married before September 1652, because on the fifteenth of that month he and his wife Suzanna van Royen drew up a will in Amsterdam. In or shortly before 1656, Dujardin moved to The Hague, where he was involved in the establishment of the painters' association Pictura. He himself was a member of the association from 1656 to 1658. Dujardin was back in Amsterdam in May i659, and remained there until 1675. In May 1672, he and several other Amsterdam painters were asked to appraise a number of Italian paintings, from which we can infer that he was considered an expert. He was more than able to make ends meet: in Amsterdam he lived in a house on the fashionable Herengracht, and in an inventory made of his chattels and movables indicates that in his maturity he enjoyed considerable wealth. In August 1675, Dujardin set sail for Italy (his second visit?) with his friend Joan Reynst. Houbraken says he intended to accompany Reynst only as far as the North Sea island of Texel but changed his mind en route and continued the voyage to Italy. The ship also called on Tangiers in North Africa. Dujardin initially stayed in Rome, where he was known to the Dutch painters working in Italy as 'Bokkebaert', the Dutch word for 'goatee'. He later moved to Venice and was buried there on 9 October 1678. Dujardin was a versatile artist who painted landscapes, cattle and portraits as well as religious and mythological scenes. "
58007,"Louis de Silvestre, II",1675,1760,
111597,Sedrick Huckaby,1975,,
49246,Paul Albert Bartholomé,1848,1928,
55265,Mikhail Fedorovich Larionov,1881,1964,
10229,Valentine Green,1739,1813,"English engraver. He was placed by his father in a solicitor's office at Evesham, where he remained for two years. In 1760, he decided to abandon the legal profession and became a pupil of Robert Hancock, a line engraver at Worcester. In 1764 combined his artistic and antiquarian skills in a Survey of the City of Worcester, with 15 illustrations drawn by him and engraved by Hancock. In 1765 he moved to London and began work as a mezzotint engraver, having taught himself the technicalities of this art, and quickly rose to a position in the front rank of British engravers. He became mezzotint engraver to George III in 1773 and an associate engraver of the Royal Academy the following year. For some forty years he followed his profession with the greatest success. The exclusive right of engraving and publishing plates from the pictures in Dusseldorf gallery was granted him by the duke of Bavaria in 1789, but, after he had issued more than twenty of these plates, the siege of that city by the French put an end to this undertaking. Suffering serious financial loss, he was reduced to poverty. He took the post of keeper of the British Institution in 1805, and continued in this office for the remainder of his life. Although he was very prolific, his work is of the highest quality, delicate and precise. He is particularly associated with Benjamin West and Joshua Reynolds and largely established his reputation with his engravings Regulus Returning to Carthage (1771; British Museum, London) and Hannibal Swearing Enmity to the Romans (1773; British Museum, London), both after West. During his career as an engraver he produced some four hundred plates after portraits by Reynolds, Romney, and other British artists, after the compositions of Benjamin West, and after pictures by Van Dyck, Rubens, Murillo, and other old masters. He was one of the first engravers to show how admirably mezzotint could be applied to the translation of pictorial compositions as well as portraits. "
12214,Fi Fi Hull,,,
44474,Jan Jozeph Jaquet,1822,1898,
116602,Oli Rodriguez,,,
33549,Mary Bauermeister,1934,,
29514,Richard Ziemann,1932,,
113953,John Houck,1977,,
1081,Bertall,1820,1882,
40437,Luigi Benfatto,1534,1609,
106252,Daniel Lee & Co.,,,
70081,James Nocquel,,,
64168,Hirsch Perlman,1960,,
31827,Adriaan de Lelie,1755,1820,"Dutch painter. He was an autodidact, although in his early years he was probably taught by his fellow townsman Cornelis van Spaendonck. Together with Van Spaendonck, De Lelie left in 1773 for Antwerp, where he mainly painted history scenes and portraits. On the advice of friends, in 1783 De Lelie moved to Amsterdam. Here he developed into a popular portrait painter, especially among the enlightened, progressive citizens. Many prominent contemporaries in Dutch cultural life commissioned De Lelie to paint their portrait. His paintings of art galleries with visitors are the precursors of the conversation piece, a genre that became popular in the nineteenth century. "
117443,Noro  Kaiseki,,,
35167,Dora Jung,1906,1980,
4329,Cheng Jiasui,1565,1643,
63707,Ruth Orkin,1921,1985,
16607,Master of the Worcester Panel,,,
30670,Deborah Butterfield,1949,,
35188,Vasily Kandinsky,1866,1944,
117506,Enzo Passaretti,,,
40572,Gregorio de' Ferrari,1644,1726,
103545,Hwang Hyun-yong,,,
13540,Kondo Katsunobu,,,
101578,Yoshida Katsuro,1943,,
24633,Nancy Spero,1926,,
110693,Edmundsbury Weaving Works,,,
61385,Franklin McMahon,1921,,
111981,Sameer Makarius,1924,2009,
35022,Hannah Humphrey,,1818,
1594,Joseph Barker,1782,1809,
112354,Henry Lord Gay,1844,1921,
62950,Mihály Munkácsy,1844,1900,"Munkácsy was an outstanding Hungarian realist painter of the 19th century. He started to paint during the years he spent in Arad as a joiner. With the help of partons be studied at the Viennese, Munich and Düsseldorf academies. Munkácsy painted his first major work, the outstanding The Condemned Cell in Düsseldorf, in 1872, together with his friend László Paál, he moved to Paris, where be lived until the end of his life. Munkácsy painted his genres in the style of realism between 1873 and 1875: Tramps at Night, Farewell. Churning Woman, Woman Carryng Brushwood, and Pawnshop were the zenith of his career. He married the widow of Baron de Marches in 1874, and his style changed from that time on. Departing from the typical subjects of realism, be produced colourful salon paintings and still-lifes. This was the period when be also turned to ladscape painting; his growing interest is marked by such great paintings as Dusty Road. Corn Field, and Walking in the Woods. The assimilation of László Paál's style is apparent in the landscapes painted during the 1880s, such as Line of Trees and The Colpach Park. His realist portraits - e.g. of Franz Liszt and Cardinal Haynald - were also born around this time, together with his religions paintings, such as the so-called Trilogy: Christ before Pilate, Golgotha and later, Ecce homo. Towards the end of his career he painted two monumental works: Hungarian Conquest for the House of Parliament and a fresco entitled Apotheosis of Renaissance, for the ceiling Kunsthistoriches. Museum in Vienna. "
